,name,steam_review_score,steam_total_positive,steam_total_negative,price_initial,steam_genres,steam_categories,total_recommendations,release_date,short_description,required_age,developers,steam_id
446,Hedon,8,574,37,999,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Steam Cloud",,"May 16, 2019",Hedon is retro-style FPS/adventure game running on the GZDoom Engine. Enter an eerie crystalpunk underground world and join the Iron Division Orcs in their desperate effort to stop an imminent demonic invasion.,0,Zan,1072150
447,Order Up VR,0,0,0,0,"Casual, Free to Play, Indie, Simulation",Single-player,,"Jun 13, 2019","This Burger joint has been dead for a while, you are our only hope. Serve the customers the right order and before they get angry. Maybe after you start working here things might pick up and you might be able to bring back this burger joint to its original days.",0,"Siddharth Jain, Cameron Marion",1072170
448,Grim Facade: Hidden Sins Collector's Edition,0,3,0,999,"Adventure, Casual",Single-player,,"Apr 26, 2019",A masked vigilante has the town of Coldstone in a death grip!,0,AMAX Interactive,1072180
449,Strike Master Apocalypse,0,0,0,0,"Action, Adventure, Casual, Free to Play, Indie","Single-player, Partial Controller Support",,"Jan 7, 2020","Strike Master Apocalypse is a 2D action-packed shooter in which you play Bluey, a human who has to survive an apocalyptic landscape. Bluey must endure the wrath of the mutant King Spider and his gang of barons hunting him down, who will try to get him by any means possible.",0,Ryan,1072210
450,Our Dear Kingdom,0,0,0,,"Indie, Simulation, Strategy",Single-player,,2021,Build and Manage our city. Pay attention to Politics and raise Our Dear Kingdom from a small Village to a big empire!,0,Alessandro Mariani,1071440
451,Miss Lisette's Assassin Maid,7,8,2,999,"Indie, RPG",Steam Cloud,,"Sep 12, 2019","After being classified as a demon by the church, Lisette Blanchard is abducted by a mysterious group. Now her maid, Forty, a former assassin, is on a mission to rescue her master, and restore honor to the Blanchard family.",0,Hasoyua,1071490
452,The secret of FYNDEMOOR Park,0,1,1,999,Adventure,Single-player,,"May 24, 2019",16-bit Retro Arcade point and click adventure game,0,CRAZY EYE MEDIA,1071500
453,And All Would Cry Beware!,7,33,4,999,"Action, Adventure","Single-player, Steam Achievements, Partial Controller Support",,"Jun 24, 2019","90s-style shooter meets Metroidvania. Step through a portal to a mysterious alien world, and discover the fate of the Lost Expedition.",0,Renegade Sector Games,1071510
454,P.U.G.S. Agents,0,0,0,,Adventure,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together",,TBA,P.U.G.S. Agents is a classic 2D Top-Down adventure in the 80's style with completely new heroes. Two agents of the secret organization P.U.G.S. must solve the mystery of the mysterious explosion at the local factory. The suspicion of Arch-Evil Jamnior arises and the agent KGB is seen near Fazita Fazinova.,0,"SimFabric, All Those Moments",1071540
455,Skylight Racer,0,0,0,0,"Free to Play, Indie, Racing","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Remote Play Together",,"Aug 26, 2019","Skylight Racer is a flight based racing game, featuring customizable spaceships. Players must fly through a set of goal rings while avoiding asteroids and other player?€?s ships, trying to get the fastest completion time.",0,"Daniel Molnar, Samuel Marich, Sean Hill",1071550
456,TopDownFarter,0,1,0,99,Action,Single-player,,"May 24, 2019",Don't believe the hype. You can't stop zombies with bullets or with fire. You need farts. TopDownFarter is a silly take on traditional &quot;Top Down Shooter&quot; games in which you destroy zombies with clouds of disgusting green fart gas.,0,Shawn Hirsch,1071580
457,Jetlad,0,0,0,299,"Action, Indie","Single-player, Partial Controller Support",,"May 30, 2019",Jetlad is a challenging jet-fueled platformer. Help Jetlad collect the gems of each level and reach the goal unharmed. Jetlad flies around using his jet-pack. Jetlad will explode when he runs out of fuel or touches any hazards. Are you able to help Jetlad overcome the obstacles that await him?,0,KBS Games,1071600
458,Bad Hombre,0,0,0,199,Action,Single-player,,"Aug 6, 2019",BAD HOMBRE is a challenging arcade style 2D platformer with puzzle elements from AFOA Theatre.,0,AFOA Theatre,1071610
459,Open Ocean,0,0,0,199,"Casual, Indie",Single-player,,"Jun 10, 2019",Discover what it's like to live the life of a shark in today's open ocean. A small game with a powerful message.,0,Ally Productions,1071640
460,Ruine,7,10,0,499,"Action, Adventure, Indie, RPG, Early Access",Single-player,,"May 16, 2019","Ruine is a sidescrolling fantasy RPG with roguelike elements and a souls-like setting. The world of Ruine is amorphous, its past long forgotten by most. Forests and ruins are inhabited by creatures that once lived, and now refuse to die. Use what you can find, craft or purchase to eradicate them.",0,Potku,1071660
461,Hentai energy,8,57,10,99,"Casual, Indie","Single-player, Steam Achievements",,"May 6, 2019",A logic puzzle with a nice reward at the end of each level!,0,Crew Lab,1071680
462,DeathMatch,0,0,0,0,"Action, Free to Play, Indie, Massively Multiplayer, Early Access",Multi-player,,"May 17, 2019",DeathMatch is a Turkish-made FPS game. Join the fight with your friends or alone.,0,Baser Software,1071700
463,Pirates of First Star,0,0,0,1499,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support",,"Jun 24, 2019",Pirates of First Star is a puzzle adventure game where you'll have to explore and battle to solve the great mystery of the First Star treasure.,0,Dynamic Voltage Games,1071740
464,????????????,0,0,0,399,"Casual, Indie, Simulation",Single-player,,"Jun 14, 2019",The colorful college life is about to begin. Welcome all the freshmen to enter the university and start the four-year college...,0,123?????????,1070950
465,Astro4x,0,1,2,499,"Strategy, Early Access",Single-player,,"May 16, 2019",A Single Player Turn-Based 4X Strategy Indie Game. It's like Chess in Space.,0,MrGrak,1070980
466,Flux,0,3,0,699,"Action, Adventure, Casual, Indie, RPG",Single-player,,"May 24, 2019","FLUX is a Fidget game. A Typing game. A Beatemup. A Rhythm game. All glued together with a beautiful cyberpunk world, tons of cosmetics and the dialogue of a long-distance relationship between two people in a world torn apart.",0,Mars Ashton,1070990
467,Hilda Bewildered,0,0,1,299,"Adventure, Casual, Indie",Single-player,,"Jun 11, 2019","From the creators of The Artifacts and Midnight Feast, Hilda Bewildered is an illustrated short story for deep-thinking adolescent readers and above.",0,Slap Happy Larry,1071030
468,KUMACURE,0,5,1,499,"Action, Indie","Single-player, Partial Controller Support",,"May 31, 2019",An exhilarating 2D action game that defeats enemies with jumps and shots! KUMACURE fights to defeat the evil corps aiming at the earth. It was created with the Pixel Game Maker MV.,0,"Dot Zo Games, Gotcha Gotcha Games",1071060
469,Adventure of Great Wolf,0,0,0,299,"Action, Adventure, Indie, Early Access",Single-player,,"May 31, 2019","A PC Port of a classical v??k??n (Vexen) game, Originally Developed by f??kh????k II. It features an intriguing soundtrack and various fun puzzles!",0,Claudius Keigfron,1071070
470,Lapya,0,0,0,0,"Action, Adventure, Free to Play, Indie",Single-player,,"May 28, 2019","In a ruined world where people and robots have retreated to the underground, Lapya has a mission - to keep their sun shining.",0,Team Metroshock,1071080
471,CleanVR,0,0,0,0,"Casual, Free to Play",Single-player,,"May 27, 2019",Clean VR is a small scale relaxed VR experience for HTC Vive. Your mission should you choose to accept it is to organize the house before the time runs out! Or you could just let yourself loose and smash the piano with random objects.,0,LookPeople,1071090
472,Mushroom Cats,0,0,0,0,"Adventure, Casual, Free to Play, Indie","Single-player, Steam Achievements",,"Jun 10, 2019",Mushroom Cats is a kind and sweet game in the point-and-click genre about Mushroom Cats that live on the magical Toadstool.,0,Anatoliy Loginovskikh,1071120
473,The Procession to Calvary,8,215,4,999,"Adventure, Indie","Single-player, Steam Achievements",,"Apr 9, 2020","Pilfer from pirates, conspire with cardinals and perform miracles with an incompetent magician. The Procession to Calvary is a Pythonesque adventure game made from Renaissance paintings, and a spiritual successor to the critically acclaimed Four Last Things.",0,Joe Richardson,1071130
474,ORX,0,0,0,,"Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support",,TBD,"ORX is a new take on the well-known tower defense genre, blending mechanics of popular deck building and tabletop games to create a truly unique experience. Grow your castle, expand your domain, and take a stand against hordes of green-skinned attackers!",0,johnbell,1071140
475,Claude Monet - The Water Lily obsession,0,2,1,299,Indie,Single-player,,"Jun 19, 2019","Through a dialogue between Claude Monet and his old friend, statesman George Clemenceau, this contemplative VR experience invites the user on a sensory journey inside Monet?€?s art and vision.",0,"Lucid Realities, Studio n??130",1071170
476,Midnight Feast,0,0,0,,"Adventure, Casual, Indie",Single-player,,Late 2019,"From the creators of The Artifacts and Hilda Bewildered, Midnight Feast is an interactive picture book of 44 pages created especially for the screen.",0,Slap Happy Larry,1071180
477,MineRalph,7,12,0,1499,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards",,"Aug 5, 2019","Roll your way through a hard-core, high-speed, fury-inducing, nail-biting, reaction-based physics-platformer where momentum and skill is the difference between making the jump and falling to your inevitable death.",0,Chop Chop Games,1071190
478,"After I met that catgirl, my questlist got too long!",7,21,5,1299,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",,"Feb 18, 2021",Find love and establish your adventurers' guild in this yuri RPG / visual novel hybrid!,0,Rascal Devworks,1071220
479,Earthlingo,0,0,0,0,"Casual, Free to Play",Single-player,,"Oct 17, 2019",Addictive game for language learning,0,Raymond Corrigan,1071240
480,Horizon Shift '81,0,5,0,899,Indie,"Single-player, Steam Achievements, Full controller support, Steam Leaderboards",,"Jun 11, 2019","Horizon Shift '81 is an explosive wave based single screen shooter (shmups) with a real Retro feel to it. You can even play the game in Tate screen mode! &quot;...if you have the itch for some old-school arcade blast-em-up fun, Horizon Shift '81 is a great way to feed that craving.",0,Flump Studios,1071260
481,Q - A Neon Platformer,7,21,0,1499,Indie,"Single-player, Steam Achievements, Full controller support, Remote Play on TV",,"Jun 18, 2020",Jump into a neon-filled platformer world as Q and overcome a gauntlet of tricky platform challenges.,0,Manatea Entertainment,1071280
482,Wild West and Wizards,6,164,42,1499,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud",,"Apr 28, 2020","Wild West and Wizards is an open world exploration RPG set in a re-imagined new frontier. Pick a class and level up unlocking abilities and exploring a world filled with quests, loot, outlaws, bosses, spells, caves, towns, and other mysterious places.",0,Lavaboots Studios,1071290
483,"1, 2, 3... Bruegel!",0,0,0,299,"Casual, Indie","Single-player, Full controller support",,"Jun 19, 2019",A playful VR experience into Pieter Bruegel the Elder?€?s painting ?€?Children?€?s Games?€?.,0,"Glitchr Studio, Camera Lucida",1071310
484,The Isle of the Dead,0,0,0,299,"Casual, Indie",Single-player,,"Jun 19, 2019","Step into B??cklin?€?s masterpiece, in an award-winning VR experience. ISLE OF THE DEAD is a timeless, fascinating journey towards our final destination, guided by Charon, ferryman of the Underworld.",0,Les Produits Frais,1071320
485,Dark Fantasy 2: Jigsaw Puzzle,8,48,4,299,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards",,"May 16, 2019",The next of the most atmospheric jigsaw puzzle game with lots of dark ladies to unify. Illustrations are made by talented artist Jose del Nido.,0,NAISU,1071330
